link,nama,keterangan,waktu,text
https://lh3.googleusercontent.com/a-/ALV-UjWZhf0ucAHXMZF3aLR4HUJiiigV6gr877NoEUyeNaEqggbR0Hr1=w36-h36-p-rp-mo-br100,Helmi Pardian,,3 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjXSePSZezcnklbO_ghEOEooBtoAmVqkvGxIrJs94_Cg2kNwnCk=w36-h36-p-rp-mo-br100,Jauhari Adinda,,3 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjWNVOIALpNpIIPf7tCxiN19-Dp50JCLpXKYBwS1ivA1AFvciusgMA=w36-h36-p-rp-mo-br100,Benino P Aipassa,4 reviews,4 weeks ago,
https://lh3.googleusercontent.com/a/ACg8ocKa26Ngyo4x5B7YY9mh8jRP794w92yl8N4XcETrXbIIqqymtA=w36-h36-p-rp-mo-br100,Hafidz Nugraha,4 reviews · 2 photos,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjWomiFLHt5icK9pZZC7qnFBrz3YGFACa-tasnnaEO0DiY6c738=w36-h36-p-rp-mo-br100,Arel Lewar,2 reviews,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjV31LAYr_Aw1ewF-2VWtavU5716yTxRu3eBbc3o5ZoraBkhLtdQ=w36-h36-p-rp-mo-ba3-br100,Yogapramono Mr,Local Guide · 5 reviews · 7 photos,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjW-am7pTbwGITWhxeH2muxA3ArCpirVoDZEK994vDJ9i-dfHxP9rg=w36-h36-p-rp-mo-br100,Christian Tanjung,1 review · 6 photos,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjUx-8UnUmIVs-9D_ZivGfMM6PmcIzYghJoBxxN3qJ8mXcrVdJk3=w36-h36-p-rp-mo-ba6-br100,Gaetano,"Local Guide · 60 reviews · 3,463 photos",4 weeks ago,
https://lh3.googleusercontent.com/a/ACg8ocIkB3uvbL_sGnLC-wyfFdgffKWmWxo_EeNS9OKpsCYCs8OUwg=w36-h36-p-rp-mo-ba5-br100,suprianto,Local Guide · 188 reviews · 176 photos,4 weeks ago,Pergi pulang jauh jalannya.
https://lh3.googleusercontent.com/a-/ALV-UjWEBWRmfPPUd2QOsFUNJ17ThIvWP9XJ-3qItR-Yfoghx4iHqXg=w36-h36-p-rp-mo-br100,Irwan,3 reviews · 5 photos,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjXRsDfto8HrDqOxiJHqc4zg8lmCiDrx9I2Yj0BpibLI1ODFz2n5=w36-h36-p-rp-mo-br100,Andi Ilman,1 review · 13 photos,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjWWbeTh5Y8iyfeoaRmqWtI98EoJqgKkd0PwbaAu6ZKq-ZeuMMQ=w36-h36-p-rp-mo-br100,Serumpun Lima,3 photos,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjWJo960Xd7xbhpguFaFDMuo_M9vb7pLJKtAhK9tW7thv7YfCV2Z=w36-h36-p-rp-mo-br100,Ill Est,2 reviews,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjVvReRVFi7H2QYp-PjjuAnc34BtnSebBDh6rAIMbCGZ3Pq8uDdX=w36-h36-p-rp-mo-br100,Intan Kamila,5 reviews,4 weeks ago,"nyaman, bersih"
https://lh3.googleusercontent.com/a/ACg8ocKPmgiz6bOenBr8b0RNkNP9Q_9dQ5hfHd2n-tPF4iZ9nz1cxA=w36-h36-p-rp-mo-br100,Sunardi Andi,,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjXM4_G7au_in6pBbjSBYk2ddxHIR7IlkwH6SW8qjCncRcyRkKQ=w36-h36-p-rp-mo-ba3-br100,arisandy wahyunie,Local Guide · 4 reviews,4 weeks ago,Keren ... Makin ditingkatkan terus ya ... Fasilitas selalu di cek aman atau tidak ...
https://lh3.googleusercontent.com/a-/ALV-UjXLF4VbRkxD-TJS1r2E4Che1awsxxhAxwN5XrmzkhIs2THo5Pic=w36-h36-p-rp-mo-br100,Reza Angga Saputra.,5 reviews,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjWtCWHzEp-uDUUR82qXtvKa04wDMW5an7UYWCybujL665Qow32r=w36-h36-p-rp-mo-ba2-br100,Suci Noorjannah Novianti,Local Guide · 2 reviews · 8 photos,4 weeks ago,
https://lh3.googleusercontent.com/a-/ALV-UjVH4CSEHMowIGOQRDbiX22IZvvg7mLMxafo7aT8oMaq3po4qQ8=w36-h36-p-rp-mo-br100,Hendra Wahyudi,1 review · 17 photos,4 weeks ago,
https://lh3.googleusercontent.com/a/ACg8ocIM1-DpDWJtYDLweS66WXKnlVknussOquabF7y23aLQxN3CcQ=w36-h36-p-rp-mo-br100,Irfan Prasetiyo,10 photos,4 weeks ago,
https://lh3.googleusercontent.com/a/ACg8ocI5OrmmN8-psLJfbpB3WjV6MJc1GSB5FYfws1WjiFPvS-q9LA=w36-h36-p-rp-mo-br100,Ramly Nur,4 reviews · 1 photo,4 weeks ago,"Keren dan megah..
Mantap"
https://lh3.googleusercontent.com/a-/ALV-UjVAir_6MGpad7KC_T1qrNlvTP3tiTjW5dDjFwk6bzig2eQPlqxW=w36-h36-p-rp-mo-ba4-br100,Michael “Michael” Mawara,Local Guide · 89 reviews · 184 photos,4 weeks ago,"Bersih, rapih, aman
Taksi PRIMKOPAU (Biru)
Taksi AEROCAB (Kuning)
Ada juga taksi online yang bekerjasama dengan bandara

Sekarang sudah ada taksi blue bird di bandara Sepinggan Balikpapan"
https://lh3.googleusercontent.com/a-/ALV-UjXK4iXYJXD-pm5bFP1ChTsaEEMAMzcO_jb7bHIHdadxqeuwT5mG=w36-h36-p-rp-mo-ba4-br100,ilham sanjaya,Local Guide · 33 reviews · 161 photos,4 weeks ago,Mantap
https://lh3.googleusercontent.com/a-/ALV-UjWGrKZQ1VUhonX7EjdsxLdPHe6uRK24_FFuW2uEZKCZCmlP5DQd=w36-h36-p-rp-mo-ba2-br100,Eric Lesmana,Local Guide · 16 reviews · 2 photos,4 weeks ago,
https://lh3.googleusercontent.com/a/ACg8ocKcYT_gnEVYZviX_MZ-TrmINrlYbY9nY4zTtRhFabNL5qqD_w=w36-h36-p-rp-mo-ba3-br100,Ivan Firmansyah,Local Guide · 28 reviews · 20 photos,4 weeks ago,"Bandara Luas, lokasi mudah dijangkau, banyak pilihan transportasi."
https://lh3.googleusercontent.com/a-/ALV-UjXB04ijQqXYMG_E9d__BHbINeKWGVerYLbZlr4RhpVTASPrrRRi=w36-h36-p-rp-mo-ba3-br100,NJ Paunk,Local Guide · 55 reviews · 8 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjVwp_oUrdkBNUKKhleLwqjOfL26WdRgMAiG7A1Cl9q4VfbWIA98kw=w36-h36-p-rp-mo-br100,kusworo edy setiawan,7 reviews · 5 photos,a month ago,
https://lh3.googleusercontent.com/a/ACg8ocKC79Ph6Vsd2OW53_oFMvUKAyn0soxWihsfG22gxMSvnTjPtg=w36-h36-p-rp-mo-ba3-br100,Beta Surya,Local Guide · 48 reviews,a month ago,
https://lh3.googleusercontent.com/a/ACg8ocKfnj2fQ-QhuXQmazGGrNqqgYF8bnF83FnkO_8OisaUDE75HQ=w36-h36-p-rp-mo-ba5-br100,Habib Mukhlisin,Local Guide · 325 reviews · 35 photos,a month ago,Hemmmmmmm
https://lh3.googleusercontent.com/a-/ALV-UjV30Lm4YGQX8G6kRfWtT7QiHxTr5trga65MRbbCD5H1kYshhF2L2g=w36-h36-p-rp-mo-ba3-br100,Ripansyah Akbar,Local Guide · 20 reviews · 21 photos,a month ago,
https://lh3.googleusercontent.com/a/ACg8ocKqOV0WPnMaWcL4TytEBFyiFarmNvt0ZgWA4M7MxrgBQkpK6w=w36-h36-p-rp-mo-br100,Nanang Saepudin,1 review,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjXCbBkvzwu6jNJG6djhWTF7A4KExHJYLaHcIzDAPcezxi0SFj0H=w36-h36-p-rp-mo-br100,DIKI Wahyudi,1 review,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjWfPIfk0LJ4CtdbIFp_1gGdrBbI6MWxtpbH429o9b5iwsZvHcxz=w36-h36-p-rp-mo-ba2-br100,Kurniadi Budiono,Local Guide · 12 reviews,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjVBMO0S2vr_C6OyNGSfrcknJsxPcTGHfQ1ICGa-npyPdzJVeyxR=w36-h36-p-rp-mo-br100,Thomas Budiman Lahay,10 reviews,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjVc4YMsM063pC1afPZ46QKME0SSloqPZLerZfIGmEzETgEGrOmZ=w36-h36-p-rp-mo-ba2-br100,Edy Iwan Hernawan,Local Guide · 16 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjWvPa98P-Wn38yYcCTXACvP-Tq9fYiS9BKHR1TlMqActY3JQ2CN=w36-h36-p-rp-mo-ba5-br100,Rusto Wahyudi,Local Guide · 88 reviews · 198 photos,a month ago,Artistik
https://lh3.googleusercontent.com/a-/ALV-UjXRuudcPgXj5Uk3KjfsEHI6TA0lL_cPRNQ4DyCm9eBob83133Qd=w36-h36-p-rp-mo-br100,Huda Setiawan,1 review,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjWwGV9MXnKnnsIlDG9rQ7vt2ckD5r2kMbqfmRvX8NNvqNmDfo3Wyg=w36-h36-p-rp-mo-ba3-br100,Ali Mustofa,Local Guide · 3 reviews · 67 photos,a month ago,
https://lh3.googleusercontent.com/a/ACg8ocKTGi77sDgH6JOx33YjFOfO4x7paz59e2OCHWxZshbc9VzlUnA=w36-h36-p-rp-mo-br100,Intan Nuril Kamila,2 reviews · 4 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjXOtTMdvkK0Un6cuDnqcIy4Z4A-A6pJ09iJI7vdNhX2ncew5FZQDg=w36-h36-p-rp-mo-ba3-br100,Raymond Gultom,Local Guide · 20 reviews · 58 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjW7a_JwH30tF4BAhE4s7842NAU-ZocMPD7B381aQrQnMZEzA0XL=w36-h36-p-rp-mo-br100,neng dewi atiqoh,1 review,a month ago,"Kecewa banget sama petugas super air jet 2 kali dibuat bingung, cetak tiket gak bisa dilempar sana sini hampir telat masuk pesawat, padahal tiap tahun pulkam tapi thn 2024 ini dibikin jengkel betul, bukannya dibantuin malah ngamuk"" Gak jelas, sekelas bandara surabaya aja gak seribet dibandara sepinggan. Intinya kecewa banget"
https://lh3.googleusercontent.com/a-/ALV-UjWcMQJltmgIrVZjolJRHb9zX-PJ5chTl6ScxY6aoUHsuDM5Ko0=w36-h36-p-rp-mo-br100,Ahmad Tayib,2 reviews · 17 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjX49sJ96cyzOpNtqjsp30oTQZz7-yqby9FVNNEz_seSCZAA3lo=w36-h36-p-rp-mo-ba4-br100,Heski Raymond,Local Guide · 87 reviews · 32 photos,a month ago,Nyaman aja disini
https://lh3.googleusercontent.com/a-/ALV-UjXYZ8poDyKhdRYhJ869AoR1mREwGe1wJIYe-A789XfrjGq8Ezo=w36-h36-p-rp-mo-ba3-br100,suherman suherman,Local Guide · 34 reviews · 5 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjUZLG6Wb4KZpdaD4Ri8LJVoy8avnP72GnrxaqeCRsnQY1ZThd2Q=w36-h36-p-rp-mo-br100,Muhtar Bpn,2 reviews · 1 photo,a month ago,
https://lh3.googleusercontent.com/a/ACg8ocIAmPBhVhaWDyN1KA6i7RUeUq2JvlWxSmxipLiL2rAtDskvzA=w36-h36-p-rp-mo-ba2-br100,Syamsul anam,Local Guide · 1 review · 1 photo,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjVp5L5xO9isVQD5PUMK47AnGJA7odJT-g2mTcUeKCgtRo1fCVs=w36-h36-p-rp-mo-ba4-br100,yuli asnanto,Local Guide · 112 reviews · 81 photos,a month ago,"Susah nyari colokan (stop kontak) listrik. Tidak semua gate ada. Padahal sekarang boardingpassnya paperless. Harus pakai HP.
Untuk HP yg lowbat sangat membutuhkan colokan listrik.
Agar pihak managemen bisa memperbaikinya demi kenyamanan penumpang"
https://lh3.googleusercontent.com/a-/ALV-UjWPYyafFlG6cIr0lt-Ys3ULgqmRSo1UhiUV4JngyTuedTkxoBo5Qg=w36-h36-p-rp-mo-ba5-br100,Chikita Fadhila,Local Guide · 229 reviews · 579 photos,a month ago,"the facility could be better, need maintenance"
https://lh3.googleusercontent.com/a-/ALV-UjW2kAM4kUptcbmTbBHxIT7xv1knRWpXnN7zPImUWymy7og6YQrJ=w36-h36-p-rp-mo-ba3-br100,zohan affandi chanel,Local Guide · 10 reviews · 26 photos,a month ago,Pelayanan oke
https://lh3.googleusercontent.com/a-/ALV-UjVYpzZFhuQDNBpaMNHr25ok185udJRERnY8EebuBp6MpWm3Big1=w36-h36-p-rp-mo-ba3-br100,L.BUDIARTO,Local Guide · 23 reviews · 33 photos,a month ago,"Aman terkendali
Security sangat membatu orang. Lanjut usia seperti saya."
https://lh3.googleusercontent.com/a-/ALV-UjUpaayv96bjhUnq4n4vWDwwOGkDKFDCODZ6OtT_Lee-xxUwebI=w36-h36-p-rp-mo-ba8-br100,Te Ir,"Local Guide · 638 reviews · 7,118 photos",a month ago,"Salah satu Pintu gerbang pulau kalimantan dan akses menuju Ibu Kota Nusantara.
Bandara bersih dan besar, melayani rute domestik dan internasional."
https://lh3.googleusercontent.com/a/ACg8ocLTGtNF5S9ReNqCTnU4CXs81IfTE3IjG6eiGuPeDUC4a_t_Sw=w36-h36-p-rp-mo-br100,Mas Bima,,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjW6TamwPbSGptoOAY3BICMfiTtkXTXwisDqgG-YjeqMeKy2uWXw=w36-h36-p-rp-mo-ba4-br100,adi nassa putra,Local Guide · 121 reviews · 34 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjVAk3eVyib90Vr3TWlGyKwWHJoNCsl5c--ZaxWu0jEAQjeVwXfCSQ=w36-h36-p-rp-mo-br100,15. Muhammad Arif Setiyanto_TPU 16 A,3 reviews,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjUYuGXvbbIiZQPbRReqQTsMGkJAly0lrmeYD-s3EIBAt-aHGLY=w36-h36-p-rp-mo-ba3-br100,Suselo Tunggal,Local Guide · 22 reviews · 20 photos,a month ago,
https://lh3.googleusercontent.com/a/ACg8ocLjWUS-6IGUROLvvLTTubufwi-Za7gkRcu-oNNlZKqTaDblOA=w36-h36-p-rp-mo-br100,suryanto yanto,3 reviews,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjVtKo_3KrgbFvQusw_MietEaoZ7ZtoXCwwh-0KnGnINMznCW4-ujg=w36-h36-p-rp-mo-ba5-br100,agus margono,Local Guide · 84 reviews · 714 photos,a month ago,"Sebagai pintu gerbang menuju Kalimantan sisi timur dan utara, yang menghubungkan kota Balikpapan dengan berbagai kota lainnya di seluruh Indonesia. Berbagai maskapai siap melayani dengan rute penerbangan yang cukup lengkap dan waktu yang bisa dipilih penyesuaiannya. Fasilitasnya modern dengan sarana dan prasarana berkelas internasional. Dengan ditetapkan IKN sebagai ibukota negara, peran bandara internasional ini semakin vital."
https://lh3.googleusercontent.com/a-/ALV-UjX_gIj17FAQA3rwfG4QmL5nxc_g5jsoIJx6aShMp_U_N9XSaq17=w36-h36-p-rp-mo-ba2-br100,rey ramba,Local Guide · 21 reviews · 5 photos,a month ago,"Sudah semakin baik pelayanannya,.. setelah IKN jadi 100% semoga bisa diperluas bandara nya seperti jakarta"
https://lh3.googleusercontent.com/a-/ALV-UjU0jhGTttqm7stjIsuTA9tM3vkPyq92E8e02LElZ7B-nlkvsyHC=w36-h36-p-rp-mo-br100,panji sukma,1 review,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjXDqHtfN4zcuEKcY9V_c5CjYX7hR1DgV3clU3LqmG_w2BmA8Usn=w36-h36-p-rp-mo-br100,Laston Siregar,2 reviews · 7 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjV4zSiePja_k-wn0UTzrSZlON9s9A2X5h0jnMA-6FpwM-BDXrM=w36-h36-p-rp-mo-ba5-br100,ercat borneo,Local Guide · 86 reviews · 30 photos,a month ago,Besar dan luas
https://lh3.googleusercontent.com/a-/ALV-UjVwWSyub0Kg3cTeFMyuCvEbqMCVSmqpZBWsxXhYaMRpMthpwnAZTg=w36-h36-p-rp-mo-ba3-br100,Agus Suparman93,Local Guide · 18 reviews · 12 photos,a month ago,Aman nyaman bersih
https://lh3.googleusercontent.com/a-/ALV-UjUEfjtRZ57GEDTUr6GfUS48vvA9px3OhDB0Vwi1iHRsN0TpWWD-=w36-h36-p-rp-mo-br100,Sutrisno Hermanto,2 reviews,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjVuhKbFvZnuw-lLkhid0FjpzWwYt9Oecjgz2k-9A1jGZM9S774=w36-h36-p-rp-mo-br100,Heru Sumarsono,2 reviews · 1 photo,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjV7dmHsGRqI-4q3BKahTvdlBl_lFIpTFO1t7edpae5w1qQGNi0A=w36-h36-p-rp-mo-ba3-br100,Emanuel Guntur Nugroho,Local Guide · 32 reviews · 4 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjXsqAunLDj_5AJaQ5dekG-nCmEM0zj6ihQGLvkCgl32Cd6EC4yGsg=w36-h36-p-rp-mo-ba4-br100,Subur Riyadi,Local Guide · 178 reviews · 35 photos,a month ago,Bagus dan ramah petugasnya👍 …
https://lh3.googleusercontent.com/a/ACg8ocLySb6HYXmpCgAIVTp7TuCtxp2DPUcESg1YWBVVtccx6jEVPQ=w36-h36-p-rp-mo-ba3-br100,Sodri Udi,Local Guide · 96 reviews · 34 photos,a month ago,"Bandara yg bagus dan lengkap, nyaman saat datang dan pulang mengunjungi cust area balikpapan."
https://lh3.googleusercontent.com/a-/ALV-UjV_9nw9hiwMjxe2uqvuHRD_6n-rf2Zgb7LS17kbDUaiIJB9PzqsDA=w36-h36-p-rp-mo-ba6-br100,Keluarga Penjelajah,"Local Guide · 353 reviews · 1,027 photos",a month ago,Bandaranya besar dan bersih
https://lh3.googleusercontent.com/a/ACg8ocK-QEdk-2zyzySCaCUPW7ntlxAWnk8W88IAn8PupqFesKYSdg=w36-h36-p-rp-mo-br100,Snt Enterprise,2 reviews,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjUcNbgczX3z_ft7qMcAl7UvVbI_Uqufo1I_eSDQS_M5NJJ7-Hfl3w=w36-h36-p-rp-mo-ba4-br100,Riski Adinda,Local Guide · 63 reviews · 90 photos,a month ago,Alhamdulilah jalan2 ke Malioboro
https://lh3.googleusercontent.com/a-/ALV-UjVBlzB9ZfQ8J2pRNxx10yfLZS901ug70MXpUQV-e9FTDGRmpi3e=w36-h36-p-rp-mo-br100,Agus Pramono,10 reviews · 1 photo,a month ago,"Menunggu barang dr bagasi lion'air, lama sekali😇 …"
https://lh3.googleusercontent.com/a-/ALV-UjWkJ5Hoh43E3Sme4yK8OC5E4iSd-fRzF8CmXOC9ONAUMPyoDLK4=w36-h36-p-rp-mo-br100,Abdurahman “RaHmAN”,,a month ago,
https://lh3.googleusercontent.com/a/ACg8ocKQND1bJ0uNvOOc6CJC69Mah0k2fXJeOoitKHmzD1Dgw5Dvyw=w36-h36-p-rp-mo-br100,Lia Lestari,,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjWoenJwa_DgwQRiDpNqnpa3vwToFrj5jQXUCiuV8asDO-UcW6xTXw=w36-h36-p-rp-mo-ba4-br100,Kir manta,Local Guide · 145 reviews · 15 photos,a month ago,"Tambah sulit sekarang untuk masuk aja harus pakai elektronik
Kartu perdana nya sulit didapat mahal lagi"
https://lh3.googleusercontent.com/a-/ALV-UjXVgc9Cs_dsc-CZqD-vGYk3UCKgGV3yJmntLj0E1rKvrDqvjmU=w36-h36-p-rp-mo-br100,KETUT MURDANA31,2 reviews · 15 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjW7TsACGrg5TTh2CzdhFYjnETVFS43LGJpwYKLVH22PEFp6QpBR=w36-h36-p-rp-mo-ba3-br100,Syamsuddin Maskur,Local Guide · 7 reviews · 16 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjX-Y0GqDXhfWgxRhYA2bHCh8Z_RJXdEjxRRvqrd7IX62yh-AQ0=w36-h36-p-rp-mo-ba3-br100,suryadi saputra,Local Guide · 5 reviews · 13 photos,a month ago,Alhamdullillah saya bangga menjadi warga balikpapan karena bisa menikmati fasilitas bandara SAMS sepinggan yang telah menjadi salah satu bandara internasional semoga kedepannya bandara ini melayani lebih banyak rute internasional
https://lh3.googleusercontent.com/a/ACg8ocLlVp3kcEhUt-5hunSne99bxmiG5q-ECv9S--ICYhgTDwgs3A=w36-h36-p-rp-mo-br100,Ree Toumamie,1 review,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjWyvPmQrOi7s7s202GBiqFb54hQFYetOU8Q2ZhjUjj1wwakHxrS=w36-h36-p-rp-mo-br100,Gusti Ferri,1 photo,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjWF7hHPjH1iEHC6tw57ewupMgfJuGL7Z4mp50uHMFjZNGLYykU=w36-h36-p-rp-mo-br100,hery chrt,4 reviews · 24 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjXt68fH9lKFq4LLKaLdSvCEb5PpsdZRvkjNKKkqNwRVPP-MVxXzwA=w36-h36-p-rp-mo-br100,Julius Ysf,2 reviews,a month ago,
https://lh3.googleusercontent.com/a/ACg8ocLER97g15Rc4Vsfjx0a4MjXBLXgs_C4NPc-oPibsqavUQQtbQ=w36-h36-p-rp-mo-ba3-br100,Umang Ganteng,Local Guide · 28 reviews,a month ago,Fasilitas ok
https://lh3.googleusercontent.com/a-/ALV-UjWFuBfGi-mX6vJjRIva8IApW0V-1gCcAxzF4dfXyI5Xi99GskI=w36-h36-p-rp-mo-ba3-br100,Andrew,Local Guide · 82 reviews,a month ago,"Bagus bagus aja. Bersih, rapi, fasilitas lengkap, suhu ruangan sejuk dan nyaman."
https://lh3.googleusercontent.com/a-/ALV-UjXKF9ThzsvcyZ3SGl5zxvfSdOJp10TmM31scvXSL9JVZwJbP6dw=w36-h36-p-rp-mo-br100,ahmad jalaludin,3 reviews · 7 photos,a month ago,Lumayan Gak Terlalu Mengecewakan.
https://lh3.googleusercontent.com/a-/ALV-UjUisX34582NwKoJReySheebiiU4ZxeW1Hm0MK7GDjLts8h4NlU4=w36-h36-p-rp-mo-ba2-br100,Asa Doang,Local Guide · 14 reviews,a month ago,Oke
https://lh3.googleusercontent.com/a-/ALV-UjV0hUi-HiokMr6EXwI-tbxO8gZsKh6LWhMsYscryQAoHtXgBQ4D=w36-h36-p-rp-mo-br100,jeffry hadison,,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjWn0rZjRUa65faPhEmLmi7a1UtTU53-G3nKrcYlvwqjQmNZIlC6=w36-h36-p-rp-mo-ba3-br100,muhammad firdaus,Local Guide · 15 reviews · 16 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjXiFc6q-mql0qkisH7M0CLzZNDOnspOf2_qa27GChNjLRKxR4dsyg=w36-h36-p-rp-mo-ba4-br100,Sisca Premono,Local Guide · 144 reviews · 118 photos,a month ago,"Luas, tersedia berbagai mercant, counter check in memadai"
https://lh3.googleusercontent.com/a-/ALV-UjUS4Vj5rBoLOG0aScw3tFlumcf-1BivruKT99sX3qkf_yOVEHiiig=w36-h36-p-rp-mo-ba6-br100,Yulia Nafarel,Local Guide · 349 reviews · 705 photos,a month ago,"Salah satu bandara internasional di daerah Indonesia yang bersih dan luas. Fasilitas lumayan lengkap. Ruang tunggu juga ga terlalu berjauhan, ada tempat bermain anak anak. Pelayanan ramah dan baik. Toilet bersih. Gedung parkir yang sangat luas. Sangat dekat dengan kotanya."
https://lh3.googleusercontent.com/a-/ALV-UjW5Gv3jBI8b7VuKLFwn4pOdNKITWWNhB4pL8s-_NU5i6ycdT8eD=w36-h36-p-rp-mo-ba5-br100,Nur Zahrah,Local Guide · 336 reviews · 522 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjW8L5POedOqfoESQ6pA58LWOG-xssGvXa7enbd7Lg1Wbh5pENGn=w36-h36-p-rp-mo-br100,Heri Bisa,3 reviews · 11 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjW8jcH23vY2N7DFP7JadEGUvAdMPD7U_n853B3YTPn0gxpT1zQ=w36-h36-p-rp-mo-br100,Dani Suhaya,,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjXJXe0Rwpk8Rw4QXBfPRZGverzhD2NTbHnlQ0tkoEOyTN7dnaY=w36-h36-p-rp-mo-ba2-br100,Guyu Studios,Local Guide · 3 reviews · 9 photos,a month ago,Bandara luas fasilitas lengkap
https://lh3.googleusercontent.com/a-/ALV-UjVk5fEHu3MmAA_L084iorfhoPKiU1Uj8lBkf76CMVNC6MfWm-Fj=w36-h36-p-rp-mo-br100,Boodell Hassan,2 reviews,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjUKYTxqbyjTI7QOrRU1Sxsj1s6fn09D3p_VgQ8b1pAQ8DegELvB=w36-h36-p-rp-mo-br100,Kayla Wika,1 review · 12 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjWGRlissbEvcs_gE67tLVKk7V3BXrihyo7O0MaIzn0zIH-hxMtY=w36-h36-p-rp-mo-ba4-br100,dyan kurniawan,Local Guide · 65 reviews · 571 photos,a month ago,Terdapat tempat test antigen
https://lh3.googleusercontent.com/a-/ALV-UjXCoILiTjoMqM3um5OjGxHuAGI99SVWp8WporxTZ3xZFJajgM1IrA=w36-h36-p-rp-mo-ba6-br100,Aryani Sitio,"Local Guide · 458 reviews · 3,542 photos",a month ago,"Mungkin krn masa pandemi jadi AC tidak dihidupkan semuanya. Terasa banget panas dan bikin gerahnya. Saya memuji kelengkapan dan kebersihan toiletnya.
Sayang sekali Lounge dan Bioskopnya kini tutup

*Info terbaru
Kini Bandara sudah terasa agak sejuk. Bioskop dan Lounge sudah buka.
Banyak restoran yang cukup ternama hadir menambah pilihan untuk dinikmati selama menunggu waktu transit"
https://lh3.googleusercontent.com/a-/ALV-UjVCqbwn_vi9TiGZGexOk8r9QUi8SNaaaSHyeo_Xor_xpYB90BA=w36-h36-p-rp-mo-ba2-br100,muhammad Ariq widian 2001,Local Guide · 12 reviews · 7 photos,a month ago,Bandara satu-satunya terbagus di Balikpapan
https://lh3.googleusercontent.com/a-/ALV-UjU9q6dN8atg22Wjz1ZPwfnqgBiRIz19f4_S-vuqWPduj5TpH50=w36-h36-p-rp-mo-ba4-br100,azwir anwar,Local Guide · 66 reviews · 46 photos,a month ago,Bandara nya super keren
https://lh3.googleusercontent.com/a-/ALV-UjV9oPSCeIN9NLVb7FTYk9uW5UJGI86GEDIVvOKQdLKUQdArfyBg=w36-h36-p-rp-mo-br100,hery purwono,13 photos,a month ago,
https://lh3.googleusercontent.com/a-/ALV-UjVms1181s36Mz9MDOfVj8PSnvxqD5ekIJJIOWYJUfrUCNWqBcdxHA=w36-h36-p-rp-mo-ba4-br100,Masjudin Labuan,Local Guide · 30 reviews · 15 photos,a month ago,"Bandar Udara International Sultan Aji Muhammad Sepinggan Balikpapan,Pintu Gerbang Menujuh IKN - Ibu Kota Negara (Nusantara) Kalimantan Timur Indonesia."
